STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,TAVG,TMAX,TMIN,TOBS,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11,WT13,WT14,WT16,WT18,WT22
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,10/26/13,0,,,55,31,31,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,10/27/13,0,,,59,31,41,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,10/28/13,0,,,68,41,47,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,10/29/13,0,,,65,47,50,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,10/30/13,0,,,71,50,53,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,10/31/13,0,,,73,53,54,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/1/13,0,,,74,54,67,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/2/13,1.26,,,72,57,57,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/3/13,0,,,71,44,44,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/4/13,0,,,63,38,39,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/5/13,0,,,55,38,40,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/6/13,0,,,57,40,45,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/7/13,0.08,,,71,45,60,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/8/13,0,,,68,37,39,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/9/13,0,,,58,32,33,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/10/13,0,,,59,33,47,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/11/13,0,,,72,34,34,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/12/13,0,,,59,34,41,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/13/13,0.02,0,,61,26,27,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/14/13,0,,,45,26,26,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/15/13,0,,,57,26,34,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/16/13,0.01,,,60,34,51,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/17/13,0,,,70,51,54,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/18/13,0.11,,,71,54,63,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/19/13,0,,,76,43,43,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/20/13,0,,,56,37,37,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/21/13,0,,,52,37,42,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/22/13,0,,,62,42,48,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/23/13,0.11,,,70,48,55,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/24/13,0,,,58,29,29,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/25/13,0,,,38,20,20,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/26/13,0,,,43,20,37,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/27/13,1.56,,,65,37,46,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/28/13,0.31,,,46,23,24,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/29/13,0,,,44,24,26,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,11/30/13,0,,,50,26,27,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/1/13,0,,,49,27,29,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/2/13,0,,,59,29,43,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/3/13,0,,,61,35,35,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/4/13,0,,,56,34,52,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/5/13,0,,,63,52,56,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/6/13,0.02,,,66,56,63,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/7/13,0.2,,,77,43,43,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/8/13,0.03,,,46,33,33,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/9/13,0.11,,,35,32,35,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/10/13,0.67,,,46,34,46,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/11/13,0.2,,,47,26,27,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/12/13,0,,,49,26,31,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/13/13,0,,,45,25,25,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/14/13,0,,,52,25,39,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/15/13,0.91,,,46,38,40,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/16/13,0,,,55,30,30,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/17/13,0,,,55,29,35,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/18/13,0,,,61,34,34,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/19/13,0,,,50,33,33,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/20/13,0,,,61,33,46,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/21/13,0,,,65,46,51,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/22/13,0,,,72,51,68,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/23/13,0.93,,,77,63,66,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/24/13,0.82,,,67,41,41,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/25/13,0,,,48,24,24,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/26/13,0.04,,,39,24,32,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/27/13,0.06,,,51,30,31,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/28/13,0,,,51,28,31,,,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/29/13,0.75,,,58,30,45,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/30/13,1.3,,,62,37,37,,1,,,,,,,,,,,,
USC00310212,"APEX, NC US",35.7426,-78.8369,137.2,12/31/13,0,,,53,36,39,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/1/13,0.04,,,53,22,44,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/2/13,0.62,,,51,43,44,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/3/13,0.02,,,46,38,39,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/4/13,0,,,43,25,25,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/5/13,0,,,51,25,48,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/6/13,0.02,,,51,25,45,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/7/13,0,,,46,27,27,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/8/13,0,,,52,26,35,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/9/13,0,,,56,34,34,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/10/13,0,,,69,34,44,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/11/13,0.06,,,65,43,44,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/12/13,0.29,,,53,42,51,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/13/13,0.04,,,72,51,57,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/14/13,0,,,75,49,50,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/15/13,0.03,,,75,45,45,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/16/13,0.08,,,48,45,45,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/17/13,0.34,,,52,45,50,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/20/13,0.02,,,54,33,53,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/21/13,0,,,65,28,31,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/22/13,0,,,59,30,31,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/23/13,0,,,39,17,17,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/24/13,0,,,40,17,33,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/25/13,0,,,37,18,22,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/26/13,0.31,,,27,22,27,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/27/13,0,,,40,24,25,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/28/13,0.05,,,41,25,32,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/29/13,0.03,,,52,32,47,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/30/13,0,,,74,47,63,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,1/31/13,0.3,,,71,47,47,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/1/13,0,,,52,30,42,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/2/13,0,,,43,17,30,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/3/13,0.04,,,44,30,43,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/4/13,0,,,49,24,24,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/5/13,0,,,48,24,33,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/6/13,0,,,,,30,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/7/13,0,,,64,30,36,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/8/13,1.1,,,50,36,42,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/9/13,0,,,55,27,27,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/10/13,0,,,53,24,33,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/11/13,0.05,,,54,33,50,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/12/13,0.1,,,63,44,46,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/13/13,0.15,,,62,44,44,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/14/13,0,,,48,30,31,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/15/13,0,,,51,27,28,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/16/13,0.04,,,62,27,38,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/17/13,0.25,0.9,,38,24,30,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/18/13,0,,,37,17,17,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/19/13,0,,,50,17,31,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/20/13,0.15,,,54,28,28,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/21/13,0,,,53,23,24,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/22/13,0.3,,,55,24,32,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/23/13,0.45,,,38,32,37,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/24/13,0.62,,,44,37,44,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/25/13,0,,,62,33,33,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/26/13,0.1,,,42,32,37,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/27/13,0.95,,,58,37,42,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,2/28/13,0,,,59,31,36,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/1/13,0,,,49,27,27,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/2/13,0.02,,,50,26,42,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/3/13,0,,,48,25,39,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/4/13,0,,,46,26,27,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/5/13,0,,,50,27,33,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/6/13,0.34,,,52,33,38,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/7/13,0,,,46,30,32,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/8/13,0,,,52,30,30,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/9/13,0,,,55,29,30,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/10/13,0,,,62,29,30,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/11/13,0,,,67,30,39,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/12/13,0.37,,,68,39,60,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/13/13,0.2,,,73,34,34,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/14/13,0,,,58,27,27,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/15/13,0,,,53,24,24,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/16/13,0,,,62,24,58,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/17/13,0,,,78,47,55,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/18/13,0.05,,,56,37,38,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/19/13,0.17,,,56,37,42,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/20/13,0,,,68,36,40,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/21/13,0,,,55,31,36,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/22/13,0,,,48,22,22,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/23/13,0,,,52,21,39,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/24/13,0,,,53,32,40,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/25/13,0.52,,,42,35,36,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/26/13,0,,,50,32,32,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/27/13,0,,,49,30,31,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/28/13,0,,,53,30,30,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/29/13,0,,,57,28,28,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/30/13,0,,,60,28,42,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,3/31/13,0.25,,,68,42,42,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/1/13,0.29,,,68,42,55,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/2/13,0,,,73,36,36,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/3/13,0,,,61,36,42,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/4/13,0,,,61,40,40,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/5/13,0.89,,,50,38,41,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/6/13,0,,,62,36,57,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/7/13,0,,,65,34,55,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/8/13,0,,,71,47,47,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/9/13,0,,,79,47,53,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/10/13,0,,,84,53,58,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/11/13,0,,,86,57,60,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/12/13,0.4,,,82,60,66,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/13/13,0.3,,,79,21,59,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/14/13,0,,,79,44,53,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/15/13,0,,,80,53,60,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/16/13,0,,,73,54,56,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/17/13,0,,,77,53,54,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/18/13,0,,,83,54,57,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/19/13,0,,,79,57,67,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/20/13,0.89,,,82,49,51,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/21/13,0,,,62,39,54,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/22/13,0,,,63,37,38,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/23/13,0.05,,,60,38,47,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/24/13,0,,,66,45,50,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/25/13,0,,,77,50,58,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/26/13,0,,,70,46,50,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/27/13,0,,,72,49,50,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/28/13,0,,,73,50,55,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/29/13,0.92,,,65,54,59,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,4/30/13,0.14,,,73,57,61,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/1/13,0,,,66,56,58,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/2/13,0,,,62,56,56,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/3/13,0,,,65,48,49,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/4/13,0,,,71,49,57,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/5/13,0,,,66,49,55,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/6/13,0.3,,,68,55,64,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/7/13,0.64,,,73,49,52,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/8/13,0.08,,,71,49,53,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/9/13,0.5,,,73,53,55,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/10/13,0,,,80,53,57,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/11/13,0,,,85,53,68,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/12/13,0,,,85,53,63,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/13/13,0,,,74,47,50,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/14/13,0,,,66,40,44,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/15/13,0,,,70,40,57,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/16/13,0,,,88,57,65,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/17/13,0,,,88,57,63,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/18/13,0.23,,,87,63,69,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/19/13,0.41,,,82,66,72,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/20/13,1.18,,,78,66,68,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/21/13,0.3,,,79,67,69,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/22/13,0.3,,,80,68,68,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/23/13,0,,,84,68,69,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/24/13,0.15,,,82,62,63,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/25/13,0,,,72,42,56,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/26/13,0,,,72,42,55,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/27/13,0,,,72,47,55,,,,,,,,,,,,,,
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,91.4,5/28/13,0,,,79,47,59,,,,,,,,,,,,,,
