STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,TAVG,TMAX,TMIN,TOBS,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11,WT13,WT14,WT16,WT18,WT22
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/18/13,,,,70,54,61,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/19/13,0,,,75,44,44,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/20/13,0,,,55,37,37,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/21/13,0,,,51,37,42,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/22/13,0,,,60,42,47,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/23/13,0.11,,,71,47,56,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/24/13,0,,,57,29,29,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/25/13,0,,,36,20,20,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/26/13,0,,,42,20,37,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/27/13,,,,65,37,,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/28/13,,,,45,23,23,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/29/13,,,,42,23,24,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,11/30/13,,,,50,24,28,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/1/13,0,,,47,28,28,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/2/13,0,,,58,28,42,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/3/13,0,,,58,34,34,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/4/13,0,,,56,34,51,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/5/13,0,,,62,51,56,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/6/13,0.03,,,66,56,64,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/7/13,0.18,,,77,43,43,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/8/13,0.02,,,46,33,33,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/9/13,0.17,,,35,32,35,,1,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/10/13,0.61,,,46,34,46,,1,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/11/13,0.23,,,46,25,25,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/12/13,0,,,47,25,29,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/13/13,0,,,43,24,24,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/14/13,0,,,50,24,39,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/15/13,0.86,,,46,38,40,,1,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/16/13,0,,,52,29,29,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/17/13,0,,,54,29,35,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/18/13,0,,,59,34,34,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/19/13,0,,,47,29,31,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/20/13,0,,,60,31,46,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/21/13,0,,,65,46,51,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/22/13,0,,,73,51,68,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/23/13,0.8,,,76,63,66,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/24/13,0.67,,,67,41,41,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/25/13,0,,,46,24,24,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/26/13,0.06,,,38,23,32,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/27/13,0.02,,,48,29,29,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/28/13,0,,,50,26,26,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/29/13,0.78,,,59,26,44,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/30/13,1.1,,,63,37,37,,,,,,,,,,,,,,
USC00311535,"CARY, NC US",35.7192,-78.7878,118.9,12/31/13,0,,,52,36,38,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/1/13,0.21,0,,50,43,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/2/13,0.24,0,,49,40,,,1,,,,,,,,1,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/3/13,0,0,,45,29,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/4/13,0,0,,51,26,,,1,,,,,,,,1,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/5/13,0,0,,49,25,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/6/13,0,0,,50,35,,,,,,,,,,,,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/7/13,0,0,,52,29,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/8/13,0,0,,56,28,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/9/13,0,0,,68,35,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/10/13,0,0,,65,46,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/11/13,0.22,0,,51,41,,,1,1,,,,,,,,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/12/13,0,0,,71,49,,,,1,,,,,,,1,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/13/13,0,0,,75,55,,,1,1,,,,,,,1,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/14/13,0,0,,69,58,,,,,,,,,,,,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/15/13,0.01,0,,60,44,,,1,1,,,,,,,1,1,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/16/13,0.18,0,,50,42,,,1,1,,,,,,,,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/17/13,1.41,0.7,,51,33,,,,,,1,,,,,,1,1,1,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/18/13,0.06,0.1,,46,29,,,1,,,,,,,,,,,1,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/19/13,0,0,,54,26,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/20/13,0,0,,63,35,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/21/13,0,0,,59,29,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/22/13,0,0,,43,25,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/23/13,0,0,,42,18,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/24/13,0,0,,36,21,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/25/13,0.32,0.2,,28,20,,,,,,1,,,,,,1,1,1,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/26/13,0,0,,38,27,,,,1,,,,,,,1,,,,1
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/27/13,0,0,,41,22,,,,1,,,,,,,1,,,,1
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/28/13,0.01,0,,51,32,,,1,,,,,,,,1,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/29/13,0,0,,73,44,,,,,,,,,,,1,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/30/13,0.35,0,,72,61,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/31/13,0.09,0,,63,33,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/1/13,0,0,,40,26,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/2/13,0,0,,45,19,,,,,,,,,,,,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/3/13,0,0,,50,35,,,,,,,,,,,,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/4/13,0,0,,49,26,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/5/13,0,0,,60,39,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/6/13,0,0,,62,30,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/7/13,0.43,0,,48,36,,,,,,,,,1,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/8/13,0.59,0,,55,39,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/9/13,0,0,,52,28,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/10/13,0.03,0,,53,25,,,,,,,,,,,,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/11/13,0.05,0,,63,45,,,1,,,,,,,,1,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/12/13,0,0,,60,47,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/13/13,0.23,0,,50,42,,,1,,,,,,,,1,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/14/13,0,0,,52,31,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/15/13,0,0,,61,29,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/16/13,0.39,0.7,,47,32,,,1,,,,,,,,1,,1,1,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/17/13,0,0,,37,24,,,,,,,,,,,,,,1,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/18/13,0,0,,52,18,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/19/13,0.14,0,,51,35,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/20/13,0,0,,52,27,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/21/13,0,0,,54,25,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/22/13,0.36,0,,42,32,,,,,,1,,,,,1,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/23/13,0.92,0,,44,36,,,1,,,,,,,,1,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/24/13,0.08,0,,62,40,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/25/13,0,0,,42,32,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/26/13,0.86,0,,58,36,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/27/13,0,0,,59,43,,,1,,,,,,,,1,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/28/13,0,0,,50,33,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/1/13,0,0,,49,28,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/2/13,0,0,,48,26,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/3/13,0,0,,46,27,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/4/13,0,0,,50,26,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/5/13,0.41,0,,50,35,,,1,,,,,,,,1,1,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/6/13,0.01,0,,46,37,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/7/13,0,0,,51,30,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/8/13,0,0,,55,31,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/9/13,0,0,,62,33,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/10/13,0,0,,67,32,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/11/13,0,0,,70,39,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/12/13,0.65,0,,69,48,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/13/13,0,0,,58,34,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/14/13,0,0,,53,29,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/15/13,0,0,,62,28,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/16/13,0,0,,78,46,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/17/13,0,0,,61,39,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/18/13,0.28,0,,43,38,,,1,1,1,,,,,,,1,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/19/13,0,0,,67,40,,,1,1,,,,,,,1,1,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/20/13,0,0,,55,38,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/21/13,0,0,,46,31,,,,,,,,,,,,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/22/13,0,0,,52,23,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/23/13,0,0,,55,35,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/24/13,0.73,0,,43,34,,,1,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/25/13,0,0,,48,35,,,1,,,,,,,,1,1,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/26/13,0,0,,50,32,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/27/13,0,0,,52,34,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/28/13,0,0,,56,28,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/29/13,0,0,,58,28,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/30/13,0,0,,66,38,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,3/31/13,0.87,0,,68,48,,,,,,,,,,,1,,1,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/1/13,0.01,0,60,71,49,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/2/13,0,0,52,60,35,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/3/13,0,0,48,60,39,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/4/13,0.72,0,44,48,39,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/5/13,0.04,0,46,63,39,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/6/13,0,0,52,64,39,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/7/13,0,0,54,71,36,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/8/13,0,0,64,78,52,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/9/13,0,0,70,83,57,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/10/13,0,0,73,85,60,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/11/13,0,0,71,81,62,,,,,,,,,1,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/12/13,1.04,0,73,80,63,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/13/13,0,0,65,74,52,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/14/13,0,0,63,79,44,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/15/13,0.02,0,65,71,58,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/16/13,0,0,65,76,58,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/17/13,0,0,69,80,58,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/18/13,0,0,71,79,62,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/19/13,0.57,0,72,84,64,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/20/13,0.01,0,58,64,44,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/21/13,0,0,51,61,41,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/22/13,0.01,0,49,61,35,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/23/13,0.13,0,53,67,47,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/24/13,0,0,60,77,49,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/25/13,0,0,63,71,50,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/26/13,0,0,59,71,46,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/27/13,0,0,62,72,53,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/28/13,0.97,0,60,62,55,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/29/13,0.86,0,61,72,55,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,4/30/13,0,0,62,66,57,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/1/13,0.01,0,58,62,57,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/2/13,0,0,59,65,52,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/3/13,0,0,58,69,48,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/4/13,0,0,55,64,49,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/5/13,0,0,55,60,50,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/6/13,1.41,0,60,68,56,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/7/13,0,0,60,71,50,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/8/13,0.18,0,60,72,52,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/9/13,0,0,65,80,54,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/10/13,0,0,71,84,56,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/11/13,0.3,0,73,81,65,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/12/13,0,0,67,72,52,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/13/13,0,0,56,65,44,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/14/13,0,0,55,70,39,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/15/13,0,0,68,86,55,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/16/13,0,0,74,84,62,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/17/13,0,0,74,86,61,,,,,1,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/18/13,0.42,0,71,78,62,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/19/13,0.54,0,70,78,64,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/20/13,1.47,0,70,75,67,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/21/13,0,0,74,85,69,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/22/13,0.01,0,74,83,69,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/23/13,0.18,0,74,82,65,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/24/13,0,0,67,70,52,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/25/13,0,0,57,73,41,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/26/13,0,0,60,73,48,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/27/13,0,0,65,80,49,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/28/13,0,0,72,85,64,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/29/13,0,0,74,85,63,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/30/13,0,0,76,86,64,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,5/31/13,0,0,76,87,66,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/1/13,0,0,78,89,67,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/2/13,0.11,0,77,87,68,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/3/13,0.45,0,76,83,64,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/4/13,0,0,70,79,64,,,1,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/5/13,0,0,71,82,64,,,,,,,,,,,,,,,
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/6/13,0.38,0,72,77,66,,,1,,,,,,,,,,,,
